siren,siret,dateCreationEtablissement,trancheEffectifsEtablissement,denominationUniteLegale,nomenclatureActivitePrincipaleUniteLegale,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,adresse,nom,location,point,latitude,longitude,altitude
546950379,54695037900224,1998-01-01,32,CHARAL,NAFRev2,nan,,RUE,DU TROU AUX SERPENTS,57050,METZ,,10.11Z,"Charal,  Rue Du Trou Aux Serpents, 57050 Metz",Charal Metz,"1 Rue du Trou aux Serpents, 57050 Metz, France","(49.140994, 6.1877153, 0.0)",49.140994,6.1877153,0.0
542065479,54206547900678,1998-12-31,42,PSA AUTOMOBILES SA,NAFRev2,91,,BD,SOLIDARITE,57070,METZ,,29.10Z,"Psa Automobiles Sa, 91  Bd Solidarite, 57070 Metz",Psa Automobiles Sa Metz,"91 Boulevard Solidarité, 57070 Metz, France","(49.1105819, 6.2392742, 0.0)",49.1105819,6.2392742,0.0
332962331,33296233100051,2008-11-17,32,CMI MAINTENANCE EST,NAFRev2,nan,,RTE,DE VOLKRANGE,57100,THIONVILLE,,33.11Z,"Cmi Maintenance Est,  Rte De Volkrange, 57100 Thionville",Cmi Maintenance Est Thionville,"Route de Volkrange, 57100 Thionville, France","(49.3657225, 6.093569500000001, 0.0)",49.3657225,6.093569500000001,0.0
358701639,35870163900017,1958-01-01,32,USINES CLAAS FRANCE SAS,NAFRev2,nan,,AV,THIONVILLE,57140,WOIPPY,,28.30Z,"Usines Claas France Sas,  Av Thionville, 57140 Woippy",Usines Claas Sas Woippy,"6 Route de Thionville, 57140 Woippy, France","(49.1759567, 6.1613754, 0.0)",49.1759567,6.1613754,0.0
304613912,30461391200019,1975-01-01,32,DAIMAY FRANCE SAS,NAFRev2,7,,RUE,DE GRENOBLE,57150,CREUTZWALD,,29.32Z,"Daimay France Sas, 7  Rue De Grenoble, 57150 Creutzwald",Daimay Sas Creutzwald,"7 Rue de Grenoble, 57150 Creutzwald, France","(49.1894978, 6.6860766, 0.0)",49.1894978,6.6860766,0.0
302507652,30250765200055,2013-01-30,41,THYSSENKRUPP PRESTA FRANCE SAS,NAFRev2,8,,RUE,LAVOISIER,57190,FLORANGE,,29.32Z,"Thyssenkrupp Presta France Sas, 8  Rue Lavoisier, 57190 Florange",Thyssenkrupp Presta Sas Florange,"8 Rue Lavoisier, 57190 Florange, France","(49.30880210000001, 6.1320673, 0.0)",49.30880210000001,6.1320673,0.0
380110304,38011030400017,1990-12-03,42,CONTINENTAL FRANCE,NAFRev2,6,,RUE,JEAN BAPTISTE DUMAIRE,57200,SARREGUEMINES,,22.11Z,"Continental France, 6  Rue Jean Baptiste Dumaire, 57200 Sarreguemines",Continental Sarreguemines,"6 Rue Jean Baptiste Dumaire, 57200 Sarreguemines, France","(49.10528069999999, 7.0919159, 0.0)",49.10528069999999,7.0919159,0.0
428771463,42877146300026,2000-06-30,32,FICOMIRRORS FRANCE SAS,NAFRev2,1,,RUE,ROGER HUSSON,57260,DIEUZE,,23.12Z,"Ficomirrors France Sas, 1  Rue Roger Husson, 57260 Dieuze",Ficomirrors Sas Dieuze,"Fbg de Vergaville, 57260 Dieuze, France","(48.8221058, 6.723629799999999, 0.0)",48.8221058,6.723629799999999,0.0
542065479,54206547900686,1998-12-31,51,PSA AUTOMOBILES SA,NAFRev2,nan,,,METROPOLE LORRAINE,57300,TREMERY,,29.10Z,"Psa Automobiles Sa,   Metropole Lorraine, 57300 Tremery",Psa Automobiles Sa Tremery,"Site de Trémery, 57300 Hagondange, France","(49.2399262, 6.217518999999999, 0.0)",49.2399262,6.217518999999999,0.0
834895013,83489501300029,2018-02-01,32,ASCOMETAL HAGONDANGE SAS,NAFRev2,nan,,AV,DE FRANCE,57300,HAGONDANGE,,24.10Z,"Ascometal Hagondange Sas,  Av De France, 57300 Hagondange",Ascometal Hagondange Sas,"Avenue de France, 57300 Hagondange, France","(49.2410402, 6.155734199999999, 0.0)",49.2410402,6.155734199999999,0.0
421627290,42162729000024,1999-02-01,32,ZF ACTIVE SAFETY FRANCE,NAFRev2,1,,RTE,DE LA GARE,57320,BOUZONVILLE,,29.32Z,"Zf Active Safety France, 1  Rte De La Gare, 57320 Bouzonville",Zf Active Safety Bouzonville,"1 Avenue de la Gare, 57320 Bouzonville, France","(49.29094449999999, 6.527989, 0.0)",49.29094449999999,6.527989,0.0
384074951,38407495100011,1991-12-16,32,REHAU INDUSTRIE SARL,NAFRev2,nan,,,ZONE INDUSTRIELLE,57340,MORHANGE,,22.21Z,"Rehau Industrie Sarl,   Zone Industrielle, 57340 Morhange",Rehau Industrie Sarl Morhange,"Usine de Morhange, Zone Industrielle, 57340, 57340 Morhange, France","(48.9408998, 6.6536674, 0.0)",48.9408998,6.6536674,0.0
493385785,49338578500016,2006-12-20,32,VIESSMANN FAULQUEMONT,NAFRev2,nan,,AV,ANDRE GOUY,57380,FAULQUEMONT,,27.52Z,"Viessmann Faulquemont,  Av Andre Gouy, 57380 Faulquemont",Viessmann Faulquemont,"Avenue André Gouy, 57380 Faulquemont, France","(49.047681, 6.605773999999999, 0.0)",49.047681,6.605773999999999,0.0
364800276,36480027600016,1966-01-01,32,MEPHISTO,NAFRev2,nan,,RUE,DE SARREGUEMINES,57400,SARREBOURG,,15.20Z,"Mephisto,  Rue De Sarreguemines, 57400 Sarrebourg",Mephisto Sarrebourg,"52 Rue de Sarreguemines, 57400 Sarrebourg, France","(48.7514301, 7.0684438, 0.0)",48.7514301,7.0684438,0.0
364800672,36480067200032,2000-06-30,32,AMCOR FLEXIBLES SARREBOURG SAS,NAFRev2,48,,RUE,DE SARREGUEMINES,57400,SARREBOURG,,17.21C,"Amcor Flexibles Sarrebourg Sas, 48  Rue De Sarreguemines, 57400 Sarrebourg",Amcor Flexibles Sarrebourg Sas,"48 Rue de Sarreguemines, 57400 Sarrebourg, France","(48.749312, 7.0672481, 0.0)",48.749312,7.0672481,0.0
552107955,55210795500031,1995-07-31,32,LEACH INTERNATIONAL EUROPE,NAFRev2,2,,RUE,GOETHE,57430,SARRALBE,,27.12Z,"Leach International Europe, 2  Rue Goethe, 57430 Sarralbe",Leach International Europe Sarralbe,"2 Rue Goethe, 57430 Sarralbe, France","(48.9875717, 7.0208045, 0.0)",48.9875717,7.0208045,0.0
358802296,35880229600014,1934-01-01,41,FERCO,NAFRev2,2,,RUE,DU VIEUX MOULIN,57445,REDING,,25.72Z,"Ferco, 2  Rue Du Vieux Moulin, 57445 Reding",Ferco Reding,"2 Rue du Vieux Moulin, 57445 Réding, France","(48.7418956, 7.086583399999999, 0.0)",48.7418956,7.086583399999999,0.0
453808412,45380841200028,2005-12-01,32,MAGNA LORRAINE EMBOUTISSAGES SAS,NAFRev2,nan,,,,57450,HENRIVILLE,,25.50B,"Magna Lorraine Emboutissages Sas,   , 57450 Henriville",Magna Lorraine Emboutissages Sas Henriville,"Mégazone Départementale,, 57450 Henriville, France","(49.1005101, 6.8709183, 0.0)",49.1005101,6.8709183,0.0
319632790,31963279000543,1990-08-01,32,ARKEMA FRANCE,NAFRev2,nan,,RTE,DEPARTEMENTALE 633,57500,SAINT-AVOLD,,20.14Z,"Arkema France,  Rte Departementale 633, 57500 Saint-Avold",Arkema Saint-Avold,"Route de Carling, 57500 Saint-Avold, France","(49.1413371, 6.7112281, 0.0)",49.1413371,6.7112281,0.0
418527636,41852763600025,2000-05-22,32,DODO,NAFRev2,25,,RUE,DU MARECHAL FOCH,57500,SAINT-AVOLD,,13.92Z,"Dodo, 25  Rue Du Marechal Foch, 57500 Saint-Avold",Dodo Saint-Avold,"25 Rue du Maréchal Foch, 57500 Saint-Avold, France","(49.103013, 6.700812900000001, 0.0)",49.103013,6.700812900000001,0.0
428891113,42889111300063,2004-10-01,42,TOTAL PETROCHEMICALS FRANCE,NAFRev2,nan,,RTE,DEPARTEMENTALE 633,57500,SAINT-AVOLD,,20.16Z,"Total Petrochemicals France,  Rte Departementale 633, 57500 Saint-Avold",Total Petrochemicals Saint-Avold,"ZAC de, 57500 Saint-Avold, France","(49.14319159999999, 6.706937600000001, 0.0)",49.14319159999999,6.706937600000001,0.0
403396740,40339674000017,1996-01-02,32,FONDERIE LORRAINE,NAFRev2,nan,,RUE,DE LA REPUBLIQUE,57520,GROSBLIEDERSTROFF,,24.53Z,"Fonderie Lorraine,  Rue De La Republique, 57520 Grosbliederstroff",Fonderie Lorraine Grosbliederstroff,"Rue de la République, 57520 Grosbliederstroff, France","(49.1503232, 7.0326454, 0.0)",49.1503232,7.0326454,0.0
421863259,42186325900048,2009-12-25,32,SEW USOCOME,NAFRev2,nan,,,,57600,OETING,,27.11Z,"Sew Usocome,   , 57600 Oeting",Sew Usocome Oeting,"Zone industrielle, Technopôle Forbach Sud, 57604 Forbach, France","(49.1645107, 6.9164957, 0.0)",49.1645107,6.9164957,0.0
353438708,35343870800029,1997-12-24,32,COMPAGNIE DES CRISTALLERIES DE SAINT LOUIS,NAFRev2,nan,,,SAINT LOUIS LES BITCHE,57620,SAINT-LOUIS-LES-BITCHE,,23.13Z,"Compagnie Des Cristalleries De Saint Louis,   Saint Louis Les Bitche, 57620 Saint-Louis-Les-Bitche",Compagnie Des Cristalleries De Saint Louis Saint-Louis-Les-Bitche,"Rue Coetlosquet, 57620 Saint-Louis-lès-Bitche, France","(48.9878321, 7.3566129, 0.0)",48.9878321,7.3566129,0.0
391575354,39157535400017,1993-07-01,32,FRANCE RAIL INDUSTRY,NAFRev2,164,,RUE,DU MARECHAL FOCH,57700,HAYANGE,,24.10Z,"France Rail Industry, 164  Rue Du Marechal Foch, 57700 Hayange",Rail Industry Hayange,"164 Rue du Maréchal Foch, 57700 Hayange, France","(49.33350859999999, 6.0511938, 0.0)",49.33350859999999,6.0511938,0.0
372800227,37280022700012,1972-01-01,32,POMPES GRUNDFOS,NAFRev2,nan,,RTE,DE FAULQUEMONT,57740,LONGEVILLE-LES-SAINT-AVOLD,,28.13Z,"Pompes Grundfos,  Rte De Faulquemont, 57740 Longeville-Les-Saint-Avold",Pompes Grundfos Longeville-Les-Saint-Avold,"Rue de Faulquemont, 57740 Longeville-lès-Saint-Avold, France","(49.11201519999999, 6.657436199999999, 0.0)",49.11201519999999,6.657436199999999,0.0
329303432,32930343200010,1984-03-01,32,SCHOTT VTF,NAFRev2,43,,RUE,DE LA LIBERATION,57870,TROISFONTAINES,,23.12Z,"Schott Vtf, 43  Rue De La Liberation, 57870 Troisfontaines",Schott Vtf Troisfontaines,"43 Rue de la Libération, 57870 Troisfontaines, France","(48.6763421, 7.123519099999999, 0.0)",48.6763421,7.123519099999999,0.0
392172375,39217237500017,1993-07-09,32,MAHLE BEHR FRANCE HAMBACH,NAFRev2,nan,,,ZONE EUROPOLE DE SARREGUEMINES,57910,HAMBACH,,29.32Z,"Mahle Behr France Hambach,   Zone Europole De Sarreguemines, 57910 Hambach",Mahle Behr Hambach,"Rue Hubert Roth - Zone Europôle, 57910 Hambach, France","(49.0524961, 7.046836099999999, 0.0)",49.0524961,7.046836099999999,0.0
403119431,40311943100027,1997-10-27,41,SMART FRANCE SAS,NAFRev2,nan,,,EUROPOLE DE SARREGUEMINES,57910,HAMBACH,,29.10Z,"Smart France Sas,   Europole De Sarreguemines, 57910 Hambach",Smart Sas Hambach,"Rue Hubert Roth, 57910 Hambach, France","(49.0489623, 7.0372555, 0.0)",49.0489623,7.0372555,0.0
353209737,35320973700017,1990-01-23,32,PIERBURG PUMP TECHNOLOGY FRANCE SARL,NAFRev2,nan,,RUE,DENIS PAPIN,57970,BASSE-HAM,,28.13Z,"Pierburg Pump Technology France Sarl,  Rue Denis Papin, 57970 Basse-Ham",Pierburg Pump Technology Sarl Basse-Ham,"1 rue Denis Papin - ZA Kickelsberg, 57970 Basse-Ham, France","(49.37133439999999, 6.223266100000001, 0.0)",49.37133439999999,6.223266100000001,0.0
789944873,78994487300031,2013-02-05,32,U-SHIN FRANCE,NAFRev2,4,,QUAI,DE LA JONCTION,58000,NEVERS,,25.72Z,"U-Shin France, 4  Quai De La Jonction, 58000 Nevers",U-Shin Nevers,"4 Quai de la Jonction, 58000 Nevers, France","(46.97994509999999, 3.1651784, 0.0)",46.97994509999999,3.1651784,0.0
440326692,44032669200025,2003-12-01,41,APERAM ALLOYS IMPHY,NAFRev2,nan,,AV,JEAN JAURES,58160,IMPHY,,24.45Z,"Aperam Alloys Imphy,  Av Jean Jaures, 58160 Imphy",Aperam Alloys Imphy,"Avenue Jean Jaurès, 58160 Imphy, France","(46.9351171, 3.2553545, 0.0)",46.9351171,3.2553545,0.0
491371167,49137116700025,2006-12-22,41,LFB BIOMEDICAMENTS,NAFRev2,59,,RUE,DE TREVISE,59000,LILLE,,21.20Z,"Lfb Biomedicaments, 59  Rue De Trevise, 59000 Lille",Lfb Biomedicaments Lille,"59 Rue de Trévise, 59000 Lille, France","(50.6216306, 3.0752217, 0.0)",50.6216306,3.0752217,0.0
682030895,68203089500143,1900-01-01,32,EXIDE TECHNOLOGIES SAS,NAFRev2,180,,RUE,DU FAUBOURG D'ARRAS,59000,LILLE,,27.20Z,"Exide Technologies Sas, 180  Rue Du Faubourg D'Arras, 59000 Lille",Exide Technologies Sas Lille,"180 Rue du Faubourg d'Arras, 59000 Lille, France","(50.6087685, 3.0594346, 0.0)",50.6087685,3.0594346,0.0
424761419,42476141900045,2008-09-22,41,OVH,NAFRev2,2,,RUE,KELLERMANN,59100,ROUBAIX,OVH,26.20Z,"Ovh, 2  Rue Kellermann, 59100 Roubaix",Ovh Roubaix,"2 Rue Kellermann, 59100 Roubaix, France","(50.69169100000001, 3.2022458, 0.0)",50.69169100000001,3.2022458,0.0
351005582,35100558200025,1993-01-01,51,SOCIETE EUROPEENNE DE VEHICULES LEGERS DU NORD - SEVEL NORD,NAFRev2,nan,,,ZONE INDUSTRIELLE N3,59111,LIEU-SAINT-AMAND,,29.10Z,"Societe Europeenne De Vehicules Legers Du Nord - Sevel Nord,   Zone Industrielle N3, 59111 Lieu-Saint-Amand",Societe Europeenne De Vehicules Legers Du Nord - Sevel Lieu-Saint-Amand,"Lieu-Saint-Amand, France","(50.27238, 3.348018, 0.0)",50.27238,3.348018,0.0
542065479,54206547901353,2015-11-24,42,PSA AUTOMOBILES SA,NAFRev2,nan,,,ZI NUMERO 3,59111,LIEU-SAINT-AMAND,,29.10Z,"Psa Automobiles Sa,   Zi Numero 3, 59111 Lieu-Saint-Amand",Psa Automobiles Sa Lieu-Saint-Amand,"Unnamed Road, 59111 Lieu-Saint-Amand, France","(50.2668608, 3.3398059, 0.0)",50.2668608,3.3398059,0.0
712042456,71204245600269,1988-01-01,32,DASSAULT AVIATION,NAFRev2,nan,,RUE,MARCEL DASSAULT,59113,SECLIN,,30.30Z,"Dassault Aviation,  Rue Marcel Dassault, 59113 Seclin",Dassault Aviation Seclin,"Rue Marcel Dassault, 59472 Seclin, France","(50.5690904, 3.0409826, 0.0)",50.5690904,3.0409826,0.0
301374922,30137492200047,1987-12-01,32,BLEDINA,NAFRev2,nan,,RUE,REMY GOETGHELUCK,59114,STEENVOORDE,,10.86Z,"Bledina,  Rue Remy Goetgheluck, 59114 Steenvoorde",Bledina Steenvoorde,"Rue Rémy Goetgheluck, 59114 Steenvoorde, France","(50.8125989, 2.5762087, 0.0)",50.8125989,2.5762087,0.0
706580149,70658014900138,2009-04-20,41,BAYER HEALTHCARE SAS,NAFRev2,220,,AV,DE LA RECHERCHE,59120,LOOS,,21.20Z,"Bayer Healthcare Sas, 220  Av De La Recherche, 59120 Loos",Bayer Healthcare Sas Loos,"220 Avenue de la Recherche, 59120 Loos, France","(50.60291489999999, 3.0380558, 0.0)",50.60291489999999,3.0380558,0.0
542065479,54206547900124,1998-12-31,42,PSA AUTOMOBILES SA,NAFRev2,nan,,RUE,PAUL ELUARD ZI 2,59125,TRITH-SAINT-LEGER,,29.32Z,"Psa Automobiles Sa,  Rue Paul Eluard Zi 2, 59125 Trith-Saint-Leger",Psa Automobiles Sa Trith-Saint-Leger,"Rue Paul Eluard, 59125 Trith-Saint-Léger, France","(50.3350597, 3.4658099, 0.0)",50.3350597,3.4658099,0.0
568801013,56880101300018,1956-01-01,41,LAMINES MARCHANDS EUROPEENS,NAFRev2,2,,RUE,EMILE ZOLA,59125,TRITH-SAINT-LEGER,,24.10Z,"Lamines Marchands Europeens, 2  Rue Emile Zola, 59125 Trith-Saint-Leger",Lamines Marchands Europeens Trith-Saint-Leger,"2 Rue Emile Zola, 59125 Trith-Saint-Léger, France","(50.3295244, 3.4901221, 0.0)",50.3295244,3.4901221,0.0
802319103,80231910300023,2014-06-01,32,MG-VALDUNES,NAFRev2,nan,,RUE,GUSTAVE DELORY,59125,TRITH-SAINT-LEGER,,30.20Z,"Mg-Valdunes,  Rue Gustave Delory, 59125 Trith-Saint-Leger",Mg-Valdunes Trith-Saint-Leger,"12 Rue Gustave Delory, 59125 Trith-Saint-Léger, France","(50.3305148, 3.5020277, 0.0)",50.3305148,3.5020277,0.0
352973622,35297362200173,2009-03-20,32,IMPRIMERIE NATIONALE,NAFRev2,nan,,RUE,DES FRERES BEAUMONT,59128,FLERS-EN-ESCREBIEUX,,18.12Z,"Imprimerie Nationale,  Rue Des Freres Beaumont, 59128 Flers-En-Escrebieux",Imprimerie Nationale Flers-En-Escrebieux,"Rue des Frères Beaumont, 59128 Flers-en-Escrebieux, France","(50.4060448, 3.0511559, 0.0)",50.4060448,3.0511559,0.0
379639867,37963986700058,2013-01-01,32,FAURECIA SEATING FLERS,NAFRev2,nan,,,ZONE INDUSTRIELLE,59128,FLERS-EN-ESCREBIEUX,,29.32Z,"Faurecia Seating Flers,   Zone Industrielle, 59128 Flers-En-Escrebieux",Faurecia Seating Flers-En-Escrebieux,"Zoning Industriel Les Prés Loribes, 59128 Flers-en-Escrebieux, France","(50.4071335, 3.0645626, 0.0)",50.4071335,3.0645626,0.0
383470937,38347093700152,2003-12-02,32,THALES SIX GTS FRANCE SAS,NAFRev2,251,,AV,DU BOIS,59130,LAMBERSART,,26.30Z,"Thales Six Gts France Sas, 251  Av Du Bois, 59130 Lambersart",Thales Six Gts Sas Lambersart,"251 Avenue du Bois, 59130 Lambersart, France","(50.648017, 3.0430503, 0.0)",50.648017,3.0430503,0.0
410314876,41031487600146,1998-06-30,32,SMRC AUTOMOTIVE MODULES FRANCE SAS,NAFRev2,37,,RUE,JEAN BAPTISTE MARQUANT,59147,GONDECOURT,,22.29A,"Smrc Automotive Modules France Sas, 37  Rue Jean Baptiste Marquant, 59147 Gondecourt",Smrc Automotive Modules Sas Gondecourt,"37 Rue Jean Baptiste Marquant, 59147 Gondecourt, France","(50.5391983, 2.9896127, 0.0)",50.5391983,2.9896127,0.0
698800935,69880093500018,1900-01-01,42,BOMBARDIER TRANSPORT FRANCE S.A.S,NAFRev2,1,,PL,DES ATELIERS,59154,CRESPIN,,30.20Z,"Bombardier Transport France S.A.S, 1  Pl Des Ateliers, 59154 Crespin",Bombardier Transport S.A.S Crespin,"1 Place des Ateliers, 59154 Crespin, France","(50.4058929, 3.656199, 0.0)",50.4058929,3.656199,0.0
507500635,50750063500010,2008-08-01,32,WEPA FRANCE,NAFRev2,nan,,AV,DE L'EUROPE,59166,BOUSBECQUE,,17.22Z,"Wepa France,  Av De L'Europe, 59166 Bousbecque",Wepa Bousbecque,"Avenue de l'Europe, 59166 Bousbecque, France","(50.7697382, 3.0894545, 0.0)",50.7697382,3.0894545,0.0
722043858,72204385800074,1900-01-01,32,AGC GLASS FRANCE,NAFRev2,100,,RUE,LEON GAMBETTA,59168,BOUSSOIS,,23.11Z,"Agc Glass France, 100  Rue Leon Gambetta, 59168 Boussois",Agc Glass Boussois,"100 Rue Léon Gambetta, 59168 Boussois, France","(50.2833279, 4.0302004, 0.0)",50.2833279,4.0302004,0.0
695480244,69548024400422,1988-09-20,32,CNH INDUSTRIAL FRANCE,NAFRev2,71,,AV,GEORGES HANNART,59170,CROIX,,28.30Z,"Cnh Industrial France, 71  Av Georges Hannart, 59170 Croix",Cnh Industrial Croix,"71 Avenue Georges Hannart, 59170 Croix, France","(50.6755015, 3.1388675, 0.0)",50.6755015,3.1388675,0.0
665580072,66558007200205,2012-03-31,32,BONDUELLE EUROPE LONG LIFE,NAFRev2,nan,,,LA WOESTYNE,59173,RENESCURE,,10.39A,"Bonduelle Europe Long Life,   La Woestyne, 59173 Renescure",Bonduelle Europe Long Life Renescure,"D933, 59173 Renescure, France","(50.7426326, 2.3762997, 0.0)",50.7426326,2.3762997,0.0
313777997,31377799700039,2001-08-17,41,MACO PRODUCTIONS,NAFRev2,200,,CHS,FERNAND FOREST,59200,TOURCOING,,13.95Z,"Maco Productions, 200  Chs Fernand Forest, 59200 Tourcoing",Maco Productions Tourcoing,"200 Chaussée Fernand Forest, 59200 Tourcoing, France","(50.73740799999999, 3.1534626, 0.0)",50.73740799999999,3.1534626,0.0
457208619,45720861900082,2004-07-01,32,LESIEUR,NAFRev2,103,,RTE,DE BOURBOURG,59210,COUDEKERQUE-BRANCHE,,10.41B,"Lesieur, 103  Rte De Bourbourg, 59210 Coudekerque-Branche",Lesieur Coudekerque-Branche,"103 Route de Bourbourg, 59210 Coudekerque-Branche, France","(51.0111254, 2.3685946, 0.0)",51.0111254,2.3685946,0.0
582106985,58210698500044,1900-01-01,41,SKF AEROENGINE FRANCE,NAFRev2,8,,,VC ZI 2 RUE LOUIS DACQUIN,59220,ROUVIGNIES,,28.15Z,"Skf Aeroengine France, 8   Vc Zi 2 Rue Louis Dacquin, 59220 Rouvignies",Skf Aeroengine Rouvignies,"8 Rue Louis Dacquin, Zone Industrielle 2, 59220 Rouvignies, France","(50.3338695, 3.4498686, 0.0)",50.3338695,3.4498686,0.0
338460017,33846001700035,1991-09-01,41,GLAXOSMITHKLINE BIOLOGICALS,NAFRev2,637,,RUE,DES AULNOIS,59230,SAINT-AMAND-LES-EAUX,,21.20Z,"Glaxosmithkline Biologicals, 637  Rue Des Aulnois, 59230 Saint-Amand-Les-Eaux",Glaxosmithkline Biologicals Saint-Amand-Les-Eaux,"637 Rue des Aulnois, 59230 Saint-Amand-les-Eaux, France","(50.450412, 3.4659948, 0.0)",50.450412,3.4659948,0.0
811184027,81118402700019,2015-05-01,32,STOELZLE MASNIERES PARFUMERIE,NAFRev2,nan,,RTE,NATIONALE,59241,MASNIERES,,23.13Z,"Stoelzle Masnieres Parfumerie,  Rte Nationale, 59241 Masnieres",Stoelzle Masnieres Parfumerie,"Rue nationale, 59241 Masnières, France","(50.1147956, 3.2079246, 0.0)",50.1147956,3.2079246,0.0
418746863,41874686300012,1998-04-16,32,SIMOLDES PLASTICOS FRANCE,NAFRev2,nan,,,PARC ACTIV 9 VALENC ONNAING,59264,ONNAING,,29.32Z,"Simoldes Plasticos France,   Parc Activ 9 Valenc Onnaing, 59264 Onnaing",Simoldes Plasticos Onnaing,"Parc de l’Echangeur – ZI nº9, 59264, 59264 Onnaing, France","(50.3760203, 3.6078515, 0.0)",50.3760203,3.6078515,0.0
420559056,42055905600031,2000-06-26,51,TOYOTA MOTOR MANUFACTURING FRANCE,NAFRev2,nan,,,PARC ACTIVITES VALLEE ESCAUT,59264,ONNAING,,29.10Z,"Toyota Motor Manufacturing France,   Parc Activites Vallee Escaut, 59264 Onnaing",Toyota Motor Manufacturing Onnaing,"Parc d’Activités de la Vallée de l’Escau, Avenue George Laine, 59264 Onnaing, France","(50.3675633, 3.6150056, 0.0)",50.3675633,3.6150056,0.0
672039971,67203997101753,1991-12-31,32,DANONE PRODUITS FRAIS FRANCE,NAFRev2,300,,ALL,DE L EUROPE,59270,BAILLEUL,,10.51C,"Danone Produits Frais France, 300  All De L Europe, 59270 Bailleul",Danone Produits Frais Bailleul,"300 Allée de l'Europe, 59270 Bailleul, France","(50.7271992, 2.7306497, 0.0)",50.7271992,2.7306497,0.0
552146854,55214685400195,2005-02-28,32,VERSALIS FRANCE S.A.S.,NAFRev2,nan,,RTE,DES DUNES,59279,DUNKERQUE,,20.14Z,"Versalis France S.A.S.,  Rte Des Dunes, 59279 Dunkerque",Versalis S.A.S. Dunkerque,"Route des Dunes, 59279 Mardyck, France","(51.0330021, 2.2456718, 0.0)",51.0330021,2.2456718,0.0
381347970,38134797000018,1991-03-11,32,DICKSON CONSTANT,NAFRev2,10,,RUE,DES CHATEAUX,59290,WASQUEHAL,,13.20Z,"Dickson Constant, 10  Rue Des Chateaux, 59290 Wasquehal",Dickson Constant Wasquehal,"Z.I la Pilaterie, 10 Rue des Châteaux, 59443 Wasquehal, France","(50.6548259, 3.1220744, 0.0)",50.6548259,3.1220744,0.0
568801260,56880126000015,1956-01-01,32,SOUFFLET ALIMENTAIRE,NAFRev2,41,,RUE,DU PETIT BRUXELLES,59300,VALENCIENNES,,10.61B,"Soufflet Alimentaire, 41  Rue Du Petit Bruxelles, 59300 Valenciennes",Soufflet Alimentaire Valenciennes,"8 Rue du Petit Bruxelles, 59300 Valenciennes, France","(50.351372, 3.5098624, 0.0)",50.351372,3.5098624,0.0
317586907,31758690700022,1987-10-01,32,CARGILL HAUBOURDIN SAS,NAFRev2,7,,RUE,DU MARECHAL JOFFRE,59320,HAUBOURDIN,,10.62Z,"Cargill Haubourdin Sas, 7  Rue Du Marechal Joffre, 59320 Haubourdin",Cargill Haubourdin Sas,"7 Rue du Maréchal Joffre, 59320 Haubourdin, France","(50.6060116, 2.9850266, 0.0)",50.6060116,2.9850266,0.0
456501600,45650160000088,1992-12-31,32,FREMAUX-DELORME,NAFRev2,29,,RUE,DE LA TANNERIE,59320,HAUBOURDIN,,13.20Z,"Fremaux-Delorme, 29  Rue De La Tannerie, 59320 Haubourdin",Fremaux-Delorme Haubourdin,"29 Rue de la Tannerie, 59320 Haubourdin, France","(50.6011685, 2.9862027, 0.0)",50.6011685,2.9862027,0.0
414842062,41484206200054,1998-07-31,32,HEINEKEN ENTREPRISE,NAFRev2,365,B,RUE,DU GENERAL DE GAULLE,59370,MONS-EN-BAROEUL,,11.05Z,"Heineken Entreprise, 365 B Rue Du General De Gaulle, 59370 Mons-En-Baroeul",Heineken Entreprise Mons-En-Baroeul,"Zone Industriel de la Pilaterie, Rue du Houblon, 59370 Mons-en-Barœul, France","(50.6509452, 3.1153838, 0.0)",50.6509452,3.1153838,0.0
345184428,34518442800018,1988-06-14,32,COCA COLA PRODUCTION,NAFRev2,nan,,,ZONE D ENTREPRISES BERGUES,59380,SOCX,,11.07B,"Coca Cola Production,   Zone D Entreprises Bergues, 59380 Socx",Coca Cola Production Socx,"ZE de Bergues, Route de Bierne, 59380 Socx, France","(50.9532803, 2.4206937, 0.0)",50.9532803,2.4206937,0.0
349516005,34951600500015,1989-02-03,32,BALL PACKAGING EUROPE FRANCE,NAFRev2,nan,,,ZONE D'ENTREPRISES BERGUES,59380,BIERNE,,25.92Z,"Ball Packaging Europe France,   Zone D'Entreprises Bergues, 59380 Bierne",Ball Packaging Europe Bierne,"59380 Bergues, France","(50.968519, 2.433324, 0.0)",50.968519,2.433324,0.0
831377734,83137773400015,2017-07-28,32,TIM SAS,NAFRev2,nan,,RTE,DE SOCX,59380,QUAEDYPRE,,29.20Z,"Tim Sas,  Rte De Socx, 59380 Quaedypre",Tim Sas Quaedypre,"Route de Socx, 59380 Quaëdypre, France","(50.93488259999999, 2.444619, 0.0)",50.93488259999999,2.444619,0.0
